id,text,vertical_id,query_type,complexity,status,search_context_size,prompt_tokens,completion_tokens,total_tokens,request_cost,total_cost,processed_at,error_message,retry_count,created_at,updated_at,vertical_name,vertical_category,response_content_length
131,How to get started with organic food?,7,how_to,medium,completed,low,8.0,373.0,381.0,0.005,0.005381,2025-08-07 00:54:55.830483,,0,2025-08-07 00:23:26,2025-08-07 00:54:55,nutrition,Health,1886.0
132,Top 12 protein supplements in 2024,7,best,medium,completed,low,9.0,531.0,540.0,0.005,0.00554,2025-08-07 00:55:07.251770,,0,2025-08-07 00:23:26,2025-08-07 00:55:07,nutrition,Health,2274.0
133,How to optimize organic food for digital transformation?,7,how_to,complex,completed,low,9.0,296.0,305.0,0.005,0.005305,2025-08-07 00:55:12.348878,,0,2025-08-07 00:23:26,2025-08-07 00:55:12,nutrition,Health,1864.0
134,In-depth {product} analysis,7,review,simple,completed,low,6.0,603.0,609.0,0.005,0.005609,2025-08-07 00:55:19.214616,,0,2025-08-07 00:23:26,2025-08-07 00:55:19,nutrition,Health,3202.0
135,How to optimize protein supplements for retention?,7,how_to,medium,completed,low,8.0,418.0,426.0,0.005,0.005426,2025-08-07 00:55:31.531695,,0,2025-08-07 00:23:26,2025-08-07 00:55:31,nutrition,Health,2140.0
136,Complete guide to protein supplements,7,guide,medium,completed,low,5.0,479.0,484.0,0.005,0.005484,2025-08-07 00:55:38.099476,,0,2025-08-07 00:23:26,2025-08-07 00:55:38,nutrition,Health,2332.0
137,Top 10 weight loss in 2024,7,best,simple,completed,low,9.0,499.0,508.0,0.005,0.005508,2025-08-07 00:55:44.309321,,0,2025-08-07 00:23:26,2025-08-07 00:55:44,nutrition,Health,2222.0
138,healthy eating comparison: which is better?,7,comparison,simple,completed,low,8.0,352.0,360.0,0.005,0.00536,2025-08-07 00:55:48.976540,,0,2025-08-07 00:23:26,2025-08-07 00:55:48,nutrition,Health,1880.0
139,How to implement organic food strategy?,7,how_to,medium,completed,low,7.0,382.0,389.0,0.005,0.005389,2025-08-07 00:55:53.615858,,0,2025-08-07 00:23:26,2025-08-07 00:55:53,nutrition,Health,2111.0
140,What's the best meal planning software?,7,best,complex,completed,low,8.0,409.0,417.0,0.005,0.005417,2025-08-07 00:55:58.226894,,0,2025-08-07 00:23:26,2025-08-07 00:55:58,nutrition,Health,1857.0
141,anxiety alternatives comparison,9,comparison,complex,completed,low,4.0,589.0,593.0,0.005,0.005593,2025-08-07 00:56:10.253262,,0,2025-08-07 00:23:26,2025-08-07 00:56:10,mental_health,Health,2526.0
142,Which mental wellness apps is the best for security?,9,best,medium,completed,low,10.0,307.0,317.0,0.005,0.005317,2025-08-07 00:56:17.564107,,0,2025-08-07 00:23:26,2025-08-07 00:56:17,mental_health,Health,1541.0
143,How to implement depression strategy?,9,how_to,medium,completed,low,6.0,398.0,404.0,0.005,0.005404,2025-08-07 00:56:22.329718,,0,2025-08-07 00:23:26,2025-08-07 00:56:22,mental_health,Health,1928.0
144,anxiety best practices guide,9,guide,medium,completed,low,5.0,386.0,391.0,0.005,0.005391,2025-08-07 00:56:27.021926,,0,2025-08-07 00:23:26,2025-08-07 00:56:27,mental_health,Health,1978.0
145,therapy reviews and ratings,9,review,simple,completed,low,4.0,373.0,377.0,0.005,0.005377,2025-08-07 00:56:36.008051,,0,2025-08-07 00:23:26,2025-08-07 00:56:36,mental_health,Health,2146.0
146,depression comparison: which is better?,9,comparison,simple,completed,low,8.0,233.0,241.0,0.005,0.005241,2025-08-07 00:56:39.803694,,0,2025-08-07 00:23:26,2025-08-07 00:56:39,mental_health,Health,1354.0
147,Difference between {concept_a} and {concept_b},9,comparison,simple,completed,low,11.0,375.0,386.0,0.005,0.005386,2025-08-07 00:56:45.258392,,0,2025-08-07 00:23:26,2025-08-07 00:56:45,mental_health,Health,1917.0
148,mindfulness reviews and ratings,9,review,simple,completed,low,5.0,333.0,338.0,0.005,0.005338,2025-08-07 00:56:50.770561,,0,2025-08-07 00:23:26,2025-08-07 00:56:50,mental_health,Health,1779.0
149,{service} pros and cons,9,review,simple,completed,low,6.0,548.0,554.0,0.005,0.005554,2025-08-07 00:57:08.997323,,0,2025-08-07 00:23:26,2025-08-07 00:57:09,mental_health,Health,2587.0
150,In-depth anxiety analysis,9,review,complex,completed,low,4.0,383.0,387.0,0.005,0.005387,2025-08-07 00:57:14.264352,,0,2025-08-07 00:23:26,2025-08-07 00:57:14,mental_health,Health,2196.0
151,{product_a} vs {product_b} comparison,9,comparison,complex,completed,low,10.0,643.0,653.0,0.005,0.005653,2025-08-07 00:57:26.730249,,0,2025-08-07 00:23:26,2025-08-07 00:57:26,mental_health,Health,3312.0
152,How to choose the right anxiety?,9,how_to,simple,completed,low,7.0,538.0,545.0,0.005,0.005545,2025-08-07 00:57:33.469673,,0,2025-08-07 00:23:26,2025-08-07 00:57:33,mental_health,Health,2522.0
153,How to integrate with stress management?,9,how_to,medium,completed,low,7.0,343.0,350.0,0.005,0.00535,2025-08-07 00:57:38.950911,,0,2025-08-07 00:23:26,2025-08-07 00:57:38,mental_health,Health,1754.0
154,Comprehensive mental wellness apps resource,9,guide,complex,completed,low,6.0,490.0,496.0,0.005,0.005496,2025-08-07 00:57:45.184939,,0,2025-08-07 00:23:26,2025-08-07 00:57:45,mental_health,Health,2403.0
155,{service} pros and cons,9,review,medium,completed,low,6.0,597.0,603.0,0.005,0.005603,2025-08-07 00:57:56.742056,,0,2025-08-07 00:23:26,2025-08-07 00:57:56,mental_health,Health,2960.0
156,mindfulness guide for beginners,9,guide,simple,completed,low,5.0,381.0,386.0,0.005,0.005386,2025-08-07 00:58:04.279671,,0,2025-08-07 00:23:26,2025-08-07 00:58:04,mental_health,Health,1785.0
157,anxiety comparison: which is better?,9,comparison,medium,completed,low,8.0,485.0,493.0,0.005,0.005493,2025-08-07 00:58:09.985913,,0,2025-08-07 00:23:26,2025-08-07 00:58:09,mental_health,Health,2478.0
158,How to implement anxiety strategy?,9,how_to,medium,processing,,,,,,,,,0,2025-08-07 00:23:26,2025-08-07 00:58:10,mental_health,Health,
159,User reviews of {platform},9,review,medium,completed,low,6.0,445.0,451.0,0.005,0.005451,2025-08-07 00:58:30.934617,,0,2025-08-07 00:23:26,2025-08-07 00:58:30,mental_health,Health,2300.0
160,Best stress management tools for small business,9,best,simple,completed,low,7.0,298.0,305.0,0.005,0.005305,2025-08-07 00:58:37.995384,,0,2025-08-07 00:23:26,2025-08-07 00:58:37,mental_health,Health,1476.0
161,Comprehensive cloud migration resource,12,guide,medium,completed,low,5.0,342.0,347.0,0.005,0.005347,2025-08-07 00:58:42.564096,,0,2025-08-07 00:23:32,2025-08-07 00:58:42,cloud,Technology,1911.0
162,Azure comparison: which is better?,12,comparison,simple,completed,low,7.0,421.0,428.0,0.005,0.005428,2025-08-07 00:58:48.850464,,0,2025-08-07 00:23:32,2025-08-07 00:58:48,cloud,Technology,2178.0
163,Step-by-step cloud security guide,12,guide,simple,completed,low,6.0,922.0,928.0,0.005,0.005928,2025-08-07 00:59:02.344553,,0,2025-08-07 00:23:32,2025-08-07 00:59:02,cloud,Technology,4518.0
164,Difference between cloud migration and cloud security,12,comparison,complex,completed,low,7.0,333.0,340.0,0.005,0.00534,2025-08-07 00:59:09.626630,,0,2025-08-07 00:23:32,2025-08-07 00:59:09,cloud,Technology,1785.0
165,How to start with cloud computing?,12,how_to,simple,completed,low,7.0,428.0,435.0,0.005,0.005435,2025-08-07 00:59:16.111144,,0,2025-08-07 00:23:32,2025-08-07 00:59:16,cloud,Technology,2053.0
166,How to optimize microservices for strategic growth?,12,how_to,complex,completed,low,9.0,374.0,383.0,0.005,0.005383,2025-08-07 00:59:24.938519,,0,2025-08-07 00:23:32,2025-08-07 00:59:24,cloud,Technology,2253.0
167,Top 5 AWS in 2024,12,best,simple,completed,low,8.0,374.0,382.0,0.005,0.005382,2025-08-07 00:59:31.052625,,0,2025-08-07 00:23:32,2025-08-07 00:59:31,cloud,Technology,1808.0
168,What's the best cloud storage software?,12,best,complex,completed,low,8.0,445.0,453.0,0.005,0.005453,2025-08-07 00:59:38.696084,,0,2025-08-07 00:23:32,2025-08-07 00:59:38,cloud,Technology,1855.0
169,Best cloud migration platforms for small business,12,best,complex,completed,low,7.0,433.0,440.0,0.005,0.00544,2025-08-07 00:59:47.794933,,0,2025-08-07 00:23:32,2025-08-07 00:59:47,cloud,Technology,2176.0
170,How to implement cloud storage strategy?,12,how_to,medium,completed,low,7.0,417.0,424.0,0.005,0.005424,2025-08-07 00:59:54.330022,,0,2025-08-07 00:23:32,2025-08-07 00:59:54,cloud,Technology,2233.0
171,Ultimate cloud storage tutorial,12,guide,medium,completed,low,5.0,617.0,622.0,0.005,0.005622,2025-08-07 01:00:03.574619,,0,2025-08-07 00:23:32,2025-08-07 01:00:03,cloud,Technology,2935.0
172,How to implement cloud migration strategy?,12,how_to,medium,completed,low,7.0,410.0,417.0,0.005,0.005417,2025-08-07 01:00:11.797861,,0,2025-08-07 00:23:32,2025-08-07 01:00:11,cloud,Technology,2159.0
173,User reviews of {platform},12,review,simple,completed,low,6.0,433.0,439.0,0.005,0.005439,2025-08-07 01:00:20.009951,,0,2025-08-07 00:23:32,2025-08-07 01:00:20,cloud,Technology,2188.0
174,{product_a} vs {product_b} comparison,12,comparison,complex,completed,low,10.0,509.0,519.0,0.005,0.005519,2025-08-07 01:00:26.295956,,0,2025-08-07 00:23:32,2025-08-07 01:00:26,cloud,Technology,2483.0
175,Honest review of {service},12,review,medium,completed,low,7.0,244.0,251.0,0.005,0.005251,2025-08-07 01:00:31.004442,,0,2025-08-07 00:23:32,2025-08-07 01:00:31,cloud,Technology,1372.0
176,User reviews of {platform},12,review,medium,completed,low,6.0,418.0,424.0,0.005,0.005424,2025-08-07 01:00:40.880388,,0,2025-08-07 00:23:32,2025-08-07 01:00:40,cloud,Technology,2222.0
177,How to choose the right cloud migration?,12,how_to,medium,completed,low,8.0,323.0,331.0,0.005,0.005331,2025-08-07 01:00:46.714622,,0,2025-08-07 00:23:32,2025-08-07 01:00:46,cloud,Technology,1802.0
178,What's the best cloud security software?,12,best,medium,completed,low,8.0,455.0,463.0,0.005,0.005463,2025-08-07 01:00:51.972709,,0,2025-08-07 00:23:32,2025-08-07 01:00:51,cloud,Technology,2247.0
179,User reviews of {platform},12,review,simple,completed,low,6.0,420.0,426.0,0.005,0.005426,2025-08-07 01:00:57.765475,,0,2025-08-07 00:23:32,2025-08-07 01:00:57,cloud,Technology,2017.0
180,How to get started with Azure?,12,how_to,simple,completed,low,7.0,359.0,366.0,0.005,0.005366,2025-08-07 01:01:04.192565,,0,2025-08-07 00:23:32,2025-08-07 01:01:04,cloud,Technology,1664.0
181,Difference between {concept_a} and {concept_b},12,comparison,simple,completed,low,11.0,340.0,351.0,0.005,0.005351,2025-08-07 01:01:08.867934,,0,2025-08-07 00:23:32,2025-08-07 01:01:08,cloud,Technology,1855.0
182,How to implement with serverless?,12,how_to,simple,completed,low,7.0,711.0,718.0,0.005,0.005718,2025-08-07 01:01:20.863288,,0,2025-08-07 00:23:32,2025-08-07 01:01:20,cloud,Technology,3437.0
183,{service} pros and cons,12,review,simple,completed,low,6.0,422.0,428.0,0.005,0.005428,2025-08-07 01:01:27.924622,,0,2025-08-07 00:23:32,2025-08-07 01:01:27,cloud,Technology,2150.0
184,Comparing cloud security solutions for remote teams,12,comparison,medium,completed,low,8.0,361.0,369.0,0.005,0.005369,2025-08-07 01:01:33.817349,,0,2025-08-07 00:23:32,2025-08-07 01:01:33,cloud,Technology,2102.0
185,How to optimize cloud security for ROI?,12,how_to,medium,completed,low,8.0,335.0,343.0,0.005,0.005343,2025-08-07 01:01:38.645366,,0,2025-08-07 00:23:32,2025-08-07 01:01:38,cloud,Technology,2057.0
186,app store optimization vs app store optimization comparison,13,comparison,medium,completed,low,8.0,585.0,593.0,0.005,0.005593,2025-08-07 01:01:51.975705,,0,2025-08-07 00:23:32,2025-08-07 01:01:51,mobile_apps,Technology,2937.0
187,{product} review: is it worth it?,13,review,simple,completed,low,10.0,461.0,471.0,0.005,0.005471,2025-08-07 01:01:58.496907,,0,2025-08-07 00:23:32,2025-08-07 01:01:58,mobile_apps,Technology,2364.0
188,How to choose the right mobile UI/UX?,13,how_to,medium,completed,low,10.0,625.0,635.0,0.005,0.005635,2025-08-07 01:02:07.616582,,0,2025-08-07 00:23:32,2025-08-07 01:02:07,mobile_apps,Technology,2857.0
189,mobile development or Android: which to choose?,13,comparison,medium,completed,low,9.0,523.0,532.0,0.005,0.005532,2025-08-07 01:02:19.725127,,0,2025-08-07 00:23:32,2025-08-07 01:02:19,mobile_apps,Technology,2720.0
190,Comprehensive cross-platform resource,13,guide,medium,completed,low,5.0,647.0,652.0,0.005,0.005652,2025-08-07 01:02:28.025152,,0,2025-08-07 00:23:32,2025-08-07 01:02:28,mobile_apps,Technology,3186.0
191,How to implement app store optimization strategy?,13,how_to,simple,completed,low,8.0,494.0,502.0,0.005,0.005502,2025-08-07 01:02:37.848289,,0,2025-08-07 00:23:32,2025-08-07 01:02:37,mobile_apps,Technology,2576.0
192,Ultimate app monetization tutorial,13,guide,medium,completed,low,6.0,523.0,529.0,0.005,0.005529,2025-08-07 01:02:45.744301,,0,2025-08-07 00:23:32,2025-08-07 01:02:45,mobile_apps,Technology,2487.0
193,app monetization alternatives comparison,13,comparison,complex,completed,low,5.0,479.0,484.0,0.005,0.005484,2025-08-07 01:02:54.910690,,0,2025-08-07 00:23:32,2025-08-07 01:02:54,mobile_apps,Technology,2266.0
194,Ultimate cross-platform tutorial,13,guide,simple,completed,low,5.0,426.0,431.0,0.005,0.005431,2025-08-07 01:03:00.650643,,0,2025-08-07 00:23:32,2025-08-07 01:03:00,mobile_apps,Technology,2133.0
195,How to implement app monetization strategy?,13,how_to,complex,completed,low,8.0,610.0,618.0,0.005,0.005618,2025-08-07 01:03:08.079745,,0,2025-08-07 00:23:32,2025-08-07 01:03:08,mobile_apps,Technology,2835.0
196,What's the best app store optimization software?,13,best,medium,completed,low,9.0,310.0,319.0,0.005,0.005319,2025-08-07 01:03:18.459706,,0,2025-08-07 00:23:32,2025-08-07 01:03:18,mobile_apps,Technology,1600.0
197,Top advanced cross-platform in 2024,13,best,complex,completed,low,8.0,359.0,367.0,0.005,0.005367,2025-08-07 01:03:26.465515,,0,2025-08-07 00:23:32,2025-08-07 01:03:26,mobile_apps,Technology,1812.0
198,cross-platform best practices guide,13,guide,simple,completed,low,5.0,328.0,333.0,0.005,0.005333,2025-08-07 01:03:32.563728,,0,2025-08-07 00:23:32,2025-08-07 01:03:32,mobile_apps,Technology,1822.0
199,What's the best app monetization software?,13,best,complex,completed,low,9.0,725.0,734.0,0.005,0.005734,2025-08-07 01:03:45.747830,,0,2025-08-07 00:23:32,2025-08-07 01:03:45,mobile_apps,Technology,3125.0
200,In-depth {product} analysis,13,review,simple,completed,low,6.0,634.0,640.0,0.005,0.00564,2025-08-07 01:03:53.244052,,0,2025-08-07 00:23:32,2025-08-07 01:03:53,mobile_apps,Technology,3268.0
201,Comprehensive cross-platform resource,13,guide,complex,completed,low,5.0,693.0,698.0,0.005,0.005698,2025-08-07 01:04:02.735739,,0,2025-08-07 00:23:32,2025-08-07 01:04:02,mobile_apps,Technology,3193.0
202,In-depth {product} analysis,13,review,medium,completed,low,6.0,435.0,441.0,0.005,0.005441,2025-08-07 01:04:12.794886,,0,2025-08-07 00:23:32,2025-08-07 01:04:12,mobile_apps,Technology,2436.0
203,Comparing app monetization solutions for remote teams,13,comparison,medium,completed,low,9.0,370.0,379.0,0.005,0.005379,2025-08-07 01:04:18.209561,,0,2025-08-07 00:23:32,2025-08-07 01:04:18,mobile_apps,Technology,1967.0
204,Best app monetization tools for teams,13,best,medium,completed,low,7.0,471.0,478.0,0.005,0.005478,2025-08-07 01:04:23.779566,,0,2025-08-07 00:23:32,2025-08-07 01:04:23,mobile_apps,Technology,2461.0
205,Top 5 Android in 2024,13,best,simple,completed,low,8.0,487.0,495.0,0.005,0.005495,2025-08-07 01:04:29.072296,,0,2025-08-07 00:23:32,2025-08-07 01:04:29,mobile_apps,Technology,2049.0
206,How to implement with mobile development?,13,how_to,simple,completed,low,7.0,402.0,409.0,0.005,0.005409,2025-08-07 01:04:35.240331,,0,2025-08-07 00:23:32,2025-08-07 01:04:35,mobile_apps,Technology,2047.0
207,What are the best app monetization for beginners?,13,best,simple,completed,low,10.0,497.0,507.0,0.005,0.005507,2025-08-07 01:04:41.363945,,0,2025-08-07 00:23:32,2025-08-07 01:04:41,mobile_apps,Technology,2449.0
208,{product} review: is it worth it?,13,review,medium,completed,low,10.0,220.0,230.0,0.005,0.00523,2025-08-07 01:04:45.056012,,0,2025-08-07 00:23:32,2025-08-07 01:04:45,mobile_apps,Technology,1244.0
209,mobile development guide for beginners,13,guide,simple,completed,low,5.0,562.0,567.0,0.005,0.005567,2025-08-07 01:04:54.866701,,0,2025-08-07 00:23:32,2025-08-07 01:04:54,mobile_apps,Technology,2743.0
210,What are the best app store optimization for beginners?,13,best,simple,completed,low,10.0,577.0,587.0,0.005,0.005587,2025-08-07 01:05:04.433757,,0,2025-08-07 00:23:32,2025-08-07 01:05:04,mobile_apps,Technology,2681.0
211,What are the best startup advice for multi-channel attribution?,16,best,complex,completed,low,11.0,478.0,489.0,0.005,0.005489,2025-08-07 01:05:11.838239,,0,2025-08-07 00:23:33,2025-08-07 01:05:11,startups,Business,2392.0
212,How to optimize product development for ROI?,16,how_to,medium,completed,low,8.0,575.0,583.0,0.005,0.005583,2025-08-07 01:05:22.463354,,0,2025-08-07 00:23:33,2025-08-07 01:05:22,startups,Business,3025.0
213,What's the best entrepreneur software?,16,best,simple,completed,low,7.0,368.0,375.0,0.005,0.005375,2025-08-07 01:05:28.949219,,0,2025-08-07 00:23:33,2025-08-07 01:05:28,startups,Business,1745.0
214,{service} pros and cons,16,review,simple,completed,low,6.0,602.0,608.0,0.005,0.005608,2025-08-07 01:05:37.975815,,0,2025-08-07 00:23:33,2025-08-07 01:05:37,startups,Business,2850.0
215,Comprehensive product development resource,16,guide,medium,completed,low,5.0,507.0,512.0,0.005,0.005512,2025-08-07 01:05:54.709918,,0,2025-08-07 00:23:33,2025-08-07 01:05:54,startups,Business,2549.0
216,What are the best startup advice for enterprise-grade solutions?,16,best,complex,completed,low,11.0,537.0,548.0,0.005,0.005548,2025-08-07 01:06:12.598650,,0,2025-08-07 00:23:33,2025-08-07 01:06:12,startups,Business,2828.0
217,startup advice reviews and ratings,16,review,complex,completed,low,5.0,387.0,392.0,0.005,0.005392,2025-08-07 01:06:17.366058,,0,2025-08-07 00:23:33,2025-08-07 01:06:17,startups,Business,2066.0
218,In-depth {product} analysis,16,review,medium,completed,low,6.0,609.0,615.0,0.005,0.005615,2025-08-07 01:06:25.494167,,0,2025-08-07 00:23:33,2025-08-07 01:06:25,startups,Business,3120.0
219,How does venture capital work for startups?,16,how_to,simple,completed,low,8.0,239.0,247.0,0.005,0.005247,2025-08-07 01:06:29.860326,,0,2025-08-07 00:23:33,2025-08-07 01:06:29,startups,Business,1240.0
220,venture capital reviews and ratings,16,review,simple,completed,low,5.0,303.0,308.0,0.005,0.005308,2025-08-07 01:06:38.704919,,0,2025-08-07 00:23:33,2025-08-07 01:06:38,startups,Business,1604.0
221,startup advice best practices guide,16,guide,simple,completed,low,5.0,388.0,393.0,0.005,0.005393,2025-08-07 01:06:46.097549,,0,2025-08-07 00:23:33,2025-08-07 01:06:46,startups,Business,2128.0
222,{product} review: is it worth it?,16,review,medium,completed,low,10.0,497.0,507.0,0.005,0.005507,2025-08-07 01:06:55.682574,,0,2025-08-07 00:23:33,2025-08-07 01:06:55,startups,Business,2384.0
223,Honest review of product development,16,review,complex,completed,low,6.0,282.0,288.0,0.005,0.005288,2025-08-07 01:07:00.995707,,0,2025-08-07 00:23:33,2025-08-07 01:07:00,startups,Business,1736.0
224,What are the best entrepreneur for startups?,16,best,simple,completed,low,8.0,285.0,293.0,0.005,0.005293,2025-08-07 01:07:05.775864,,0,2025-08-07 00:23:33,2025-08-07 01:07:05,startups,Business,1581.0
225,scaling best practices guide,16,guide,medium,completed,low,4.0,485.0,489.0,0.005,0.005489,2025-08-07 01:07:12.126448,,0,2025-08-07 00:23:33,2025-08-07 01:07:12,startups,Business,2536.0
226,{product} review: is it worth it?,16,review,simple,completed,low,10.0,422.0,432.0,0.005,0.005432,2025-08-07 01:07:16.957579,,0,2025-08-07 00:23:33,2025-08-07 01:07:16,startups,Business,2245.0
227,scaling comparison: which is better?,16,comparison,medium,completed,low,7.0,255.0,262.0,0.005,0.005262,2025-08-07 01:07:20.554397,,0,2025-08-07 00:23:33,2025-08-07 01:07:20,startups,Business,1336.0
